year,ranking_schedule_id,ranking_official_date,team_name,team_code,fifa_rank,fifa_points
2014,id10747,2014-06-05,Tunisia,TUN,48,612.0
2014,id10747,2014-06-05,Slovakia,SVK,49,591.0
2014,id10747,2014-06-05,Paraguay,PAR,50,575.0
2014,id10747,2014-06-05,Montenegro,MNE,51,574.0
2014,id10747,2014-06-05,Iceland,ISL,52,566.0
2014,id10747,2014-06-05,Guinea,GUI,52,566.0
2014,id10747,2014-06-05,Sierra Leone,SLE,54,565.0
2014,id10747,2014-06-05,Norway,NOR,55,562.0
2014,id10747,2014-06-05,Cameroon,CMR,56,558.0
2014,id10747,2014-06-05,Mali,MLI,57,547.0
2014,id10747,2014-06-05,South Korea,KOR,57,547.0
2014,id10747,2014-06-05,Uzbekistan,UZB,59,539.0
2014,id10747,2014-06-05,Burkina Faso,BFA,60,538.0
2014,id10747,2014-06-05,Finland,FIN,61,532.0
2014,id10747,2014-06-05,Australia,AUS,62,526.0
2014,id10747,2014-06-05,Jordan,JOR,63,510.0
2014,id10747,2014-06-05,Libya,LBY,64,498.0
2014,id10747,2014-06-05,South Africa,RSA,65,496.0
2014,id10747,2014-06-05,Albania,ALB,66,495.0
2014,id10747,2014-06-05,Bolivia,BOL,67,483.0
2014,id10747,2014-06-05,El Salvador,SLV,68,481.0
2014,id10747,2014-06-05,Poland,POL,69,474.0
2014,id10747,2014-06-05,Republic of Ireland,IRL,70,473.0
2014,id10747,2014-06-05,Trinidad and Tobago,TRI,71,470.0
2014,id10747,2014-06-05,United Arab Emirates,UAE,72,460.0
2014,id10747,2014-06-05,Haiti,HAI,73,452.0
2014,id10747,2014-06-05,Senegal,SEN,74,451.0
2014,id10747,2014-06-05,Israel,ISR,75,444.0
2014,id10747,2014-06-05,Zambia,ZAM,76,441.0
2014,id10747,2014-06-05,Morocco,MAR,77,439.0
2014,id10747,2014-06-05,Bulgaria,BUL,78,425.0
2014,id10747,2014-06-05,Oman,OMA,79,420.0
2014,id10747,2014-06-05,FYR Macedonia,MKD,80,419.0
2014,id10747,2014-06-05,Jamaica,JAM,81,411.0
2014,id10747,2014-06-05,Belarus,BLR,82,397.0
2014,id10747,2014-06-05,Azerbaijan,AZE,83,396.0
2014,id10747,2014-06-05,DR Congo,COD,84,395.0
2014,id10747,2014-06-05,Congo,CGO,85,393.0
2014,id10747,2014-06-05,Uganda,UGA,86,390.0
2014,id10747,2014-06-05,Benin,BEN,87,386.0
2014,id10747,2014-06-05,Togo,TOG,88,383.0
2014,id10747,2014-06-05,Gabon,GAB,89,382.0
2014,id10747,2014-06-05,Northern Ireland,NIR,90,381.0
2014,id10747,2014-06-05,Saudi Arabia,KSA,90,381.0
2014,id10747,2014-06-05,Botswana,BOT,92,375.0
2014,id10747,2014-06-05,Angola,ANG,93,364.0
2014,id10747,2014-06-05,Palestine,PLE,94,358.0
2014,id10747,2014-06-05,Cuba,CUB,95,354.0
2014,id10747,2014-06-05,Georgia,GEO,96,349.0
2014,id10747,2014-06-05,New Zealand,NZL,97,347.0
2014,id10747,2014-06-05,Estonia,EST,98,343.0
2014,id10747,2014-06-05,Zimbabwe,ZIM,99,340.0
2014,id10747,2014-06-05,Qatar,QAT,100,339.0
2014,id10747,2014-06-05,Moldova,MDA,101,334.0
2014,id10747,2014-06-05,Equatorial Guinea,EQG,102,333.0
2014,id10747,2014-06-05,China PR,CHN,103,331.0
2014,id10747,2014-06-05,Iraq,IRQ,104,329.0
2014,id10747,2014-06-05,Central African Republic,CTA,105,321.0
2014,id10747,2014-06-05,Lithuania,LTU,106,319.0
2014,id10747,2014-06-05,Ethiopia,ETH,107,317.0
2014,id10747,2014-06-05,Kenya,KEN,108,296.0
2014,id10747,2014-06-05,Latvia,LVA,109,293.0
2014,id10747,2014-06-05,Bahrain,BHR,110,289.0
2014,id10747,2014-06-05,Canada,CAN,110,289.0
2014,id10747,2014-06-05,Niger,NIG,112,284.0
2014,id10747,2014-06-05,Tanzania,TAN,113,283.0
2014,id10747,2014-06-05,Namibia,NAM,114,277.0
2014,id10747,2014-06-05,Kuwait,KUW,115,276.0
2014,id10747,2014-06-05,Liberia,LBR,116,271.0
2014,id10747,2014-06-05,Rwanda,RWA,116,271.0
2014,id10747,2014-06-05,Mozambique,MOZ,118,269.0
2014,id10747,2014-06-05,Luxembourg,LUX,119,267.0
2014,id10747,2014-06-05,Sudan,SDN,120,254.0
2014,id10747,2014-06-05,Aruba,ARU,120,254.0
2014,id10747,2014-06-05,Malawi,MWI,122,247.0
2014,id10747,2014-06-05,Vietnam,VIE,123,242.0
2014,id10747,2014-06-05,Kazakhstan,KAZ,124,241.0
2014,id10747,2014-06-05,Lebanon,LIB,125,233.0
2014,id10747,2014-06-05,Tajikistan,TJK,126,229.0
2014,id10747,2014-06-05,Guatemala,GUA,127,226.0
2014,id10747,2014-06-05,Burundi,BDI,128,221.0
2014,id10747,2014-06-05,Philippines,PHI,129,217.0
2014,id10747,2014-06-05,Afghanistan,AFG,130,215.0
2014,id10747,2014-06-05,Dominican Republic,DOM,131,212.0
2014,id10747,2014-06-05,Malta,MLT,132,204.0
2014,id10747,2014-06-05,St. Vincent / Grenadines,VIN,133,203.0
2014,id10747,2014-06-05,Guinea-Bissau,GNB,134,201.0
2014,id10747,2014-06-05,Chad,CHA,134,201.0
2014,id10747,2014-06-05,Suriname,SUR,136,197.0
2014,id10747,2014-06-05,Mauritania,MTN,137,196.0
2014,id10747,2014-06-05,St. Lucia,LCA,137,196.0
2014,id10747,2014-06-05,Lesotho,LES,139,194.0
2014,id10747,2014-06-05,New Caledonia,NCL,140,190.0
2014,id10747,2014-06-05,Syria,SYR,140,190.0
2014,id10747,2014-06-05,Cyprus,CYP,142,189.0
2014,id10747,2014-06-05,Turkmenistan,TKM,143,183.0
2014,id10747,2014-06-05,Grenada,GRN,144,182.0
2014,id10747,2014-06-05,Madagascar,MAD,144,182.0
2014,id10747,2014-06-05,North Korea,PRK,146,175.0
2014,id10747,2014-06-05,Maldives,MDV,147,171.0
2014,id10747,2014-06-05,Gambia,GAM,148,166.0
2014,id10747,2014-06-05,Kyrgyz Republic,KGZ,149,163.0
2014,id10747,2014-06-05,Thailand,THA,149,163.0
2014,id10747,2014-06-05,Antigua and Barbuda,ATG,151,158.0
2014,id10747,2014-06-05,Belize,BLZ,152,152.0
2014,id10747,2014-06-05,Malaysia,MAS,153,149.0
2014,id10747,2014-06-05,India,IND,154,144.0
2014,id10747,2014-06-05,Singapore,SGP,155,141.0
2014,id10747,2014-06-05,Guyana,GUY,156,137.0
2014,id10747,2014-06-05,Indonesia,IDN,157,135.0
2014,id10747,2014-06-05,Puerto Rico,PUR,158,134.0
2014,id10747,2014-06-05,Myanmar,MYA,159,133.0
2014,id10747,2014-06-05,St. Kitts and Nevis,SKN,160,124.0
2014,id10747,2014-06-05,Tahiti,TAH,161,122.0
2014,id10747,2014-06-05,Liechtenstein,LIE,162,118.0
2014,id10747,2014-06-05,Hong Kong,HKG,163,112.0
2014,id10747,2014-06-05,Pakistan,PAK,164,102.0
2014,id10747,2014-06-05,Nepal,NEP,164,102.0
2014,id10747,2014-06-05,Montserrat,MSR,166,99.0
2014,id10747,2014-06-05,Bangladesh,BAN,167,98.0
2014,id10747,2014-06-05,Laos,LAO,168,97.0
2014,id10747,2014-06-05,Dominica,DMA,169,93.0
2014,id10747,2014-06-05,Barbados,BRB,170,92.0
2014,id10747,2014-06-05,Faroe Islands,FRO,171,89.0
2014,id10747,2014-06-05,Sao Tome e Principe,STP,172,86.0
2014,id10747,2014-06-05,Swaziland,SWZ,173,85.0
2014,id10747,2014-06-05,Comoros,COM,174,84.0
2014,id10747,2014-06-05,Bermuda,BER,175,83.0
2014,id10747,2014-06-05,Nicaragua,NCA,176,78.0
2014,id10747,2014-06-05,Chinese Taipei,TPE,176,78.0
2014,id10747,2014-06-05,Guam,GUM,178,77.0
2014,id10747,2014-06-05,Sri Lanka,SRI,179,73.0
2014,id10747,2014-06-05,Solomon Islands,SOL,180,70.0
2014,id10747,2014-06-05,Seychelles,SEY,181,66.0
2014,id10747,2014-06-05,Curacao,CUW,182,65.0
2014,id10747,2014-06-05,Yemen,YEM,183,61.0
2014,id10747,2014-06-05,Mauritius,MRI,184,57.0
2014,id10747,2014-06-05,South Sudan,SSD,185,47.0
2014,id10747,2014-06-05,Bahamas,BAH,186,40.0
2014,id10747,2014-06-05,Mongolia,MNG,187,35.0
2014,id10747,2014-06-05,Fiji,FIJ,188,34.0
2014,id10747,2014-06-05,Samoa,SAM,189,32.0
2014,id10747,2014-06-05,Cambodia,CAM,190,28.0
2014,id10747,2014-06-05,Vanuatu,VAN,190,28.0
2014,id10747,2014-06-05,Brunei Darussalam,BRU,192,26.0
2014,id10747,2014-06-05,Timor-Leste,TLS,192,26.0
2014,id10747,2014-06-05,Tonga,TGA,192,26.0
2014,id10747,2014-06-05,US Virgin Islands,VIR,195,23.0
2014,id10747,2014-06-05,Cayman Islands,CAY,196,21.0
2014,id10747,2014-06-05,Papua New Guinea,PNG,196,21.0
2014,id10747,2014-06-05,British Virgin Islands,VGB,198,18.0
2014,id10747,2014-06-05,American Samoa,ASA,198,18.0
2014,id10747,2014-06-05,Andorra,AND,200,16.0
2014,id10747,2014-06-05,Eritrea,ERI,201,11.0
2014,id10747,2014-06-05,Somalia,SOM,202,8.0
2014,id10747,2014-06-05,Macau,MAC,202,8.0
2014,id10747,2014-06-05,Djibouti,DJI,204,6.0
2014,id10747,2014-06-05,Cook Islands,COK,205,5.0
2014,id10747,2014-06-05,Anguilla,AIA,206,3.0
2014,id10747,2014-06-05,Bhutan,BHU,207,0.0
2014,id10747,2014-06-05,San Marino,SMR,207,0.0
2014,id10747,2014-06-05,Turks and Caicos Islands,TCA,207,0.0
2018,id12210,2018-06-07,Germany,GER,1,1558.0
2018,id12210,2018-06-07,Brazil,BRA,2,1431.0
2018,id12210,2018-06-07,Belgium,BEL,3,1298.0
2018,id12210,2018-06-07,Portugal,POR,4,1274.0
2018,id12210,2018-06-07,Argentina,ARG,5,1241.0
2018,id12210,2018-06-07,Switzerland,SUI,6,1199.0
2018,id12210,2018-06-07,France,FRA,7,1198.0
2018,id12210,2018-06-07,Poland,POL,8,1183.0
2018,id12210,2018-06-07,Chile,CHI,9,1135.0
2018,id12210,2018-06-07,Spain,ESP,10,1126.0
2018,id12210,2018-06-07,Peru,PER,11,1125.0
2018,id12210,2018-06-07,Denmark,DEN,12,1051.0
2018,id12210,2018-06-07,England,ENG,12,1051.0
2018,id12210,2018-06-07,Uruguay,URU,14,1018.0
2018,id12210,2018-06-07,Mexico,MEX,15,989.0
2018,id12210,2018-06-07,Colombia,COL,16,986.0
2018,id12210,2018-06-07,Netherlands,NED,17,981.0
2018,id12210,2018-06-07,Wales,WAL,18,953.0
2018,id12210,2018-06-07,Italy,ITA,19,951.0
2018,id12210,2018-06-07,Croatia,CRO,20,945.0
2018,id12210,2018-06-07,Tunisia,TUN,21,910.0
2018,id12210,2018-06-07,Iceland,ISL,22,908.0
2018,id12210,2018-06-07,Costa Rica,CRC,23,884.0
2018,id12210,2018-06-07,Sweden,SWE,24,880.0
2018,id12210,2018-06-07,USA,USA,25,873.0
2018,id12210,2018-06-07,Austria,AUT,26,845.0
2018,id12210,2018-06-07,Senegal,SEN,27,838.0
2018,id12210,2018-06-07,Slovakia,SVK,28,804.0
2018,id12210,2018-06-07,Northern Ireland,NIR,29,803.0
2018,id12210,2018-06-07,Romania,ROU,30,782.0
2018,id12210,2018-06-07,Republic of Ireland,IRL,31,777.0
2018,id12210,2018-06-07,Paraguay,PAR,32,773.0
2018,id12210,2018-06-07,Venezuela,VEN,33,755.0
2018,id12210,2018-06-07,Serbia,SRB,34,751.0
2018,id12210,2018-06-07,Ukraine,UKR,35,733.0
2018,id12210,2018-06-07,Australia,AUS,36,718.0
2018,id12210,2018-06-07,Iran,IRN,37,708.0
2018,id12210,2018-06-07,Turkey,TUR,38,706.0
2018,id12210,2018-06-07,DR Congo,COD,38,706.0
2018,id12210,2018-06-07,Bosnia and Herzegovina,BIH,40,693.0
2018,id12210,2018-06-07,Morocco,MAR,41,686.0
2018,id12210,2018-06-07,Scotland,SCO,42,660.0
2018,id12210,2018-06-07,Montenegro,MNE,43,652.0
2018,id12210,2018-06-07,Greece,GRE,44,650.0
2018,id12210,2018-06-07,Egypt,EGY,45,649.0
2018,id12210,2018-06-07,Czech Republic,CZE,46,641.0
2018,id12210,2018-06-07,Ghana,GHA,47,624.0
2018,id12210,2018-06-07,Nigeria,NGA,48,618.0
2018,id12210,2018-06-07,Bulgaria,BUL,49,614.0
2018,id12210,2018-06-07,Cameroon,CMR,49,614.0
2018,id12210,2018-06-07,Hungary,HUN,51,612.0
2018,id12210,2018-06-07,Burkina Faso,BFA,52,604.0
2018,id12210,2018-06-07,Norway,NOR,53,596.0
2018,id12210,2018-06-07,Jamaica,JAM,54,588.0
2018,id12210,2018-06-07,Panama,PAN,55,571.0
2018,id12210,2018-06-07,Slovenia,SVN,56,558.0
2018,id12210,2018-06-07,South Korea,KOR,57,544.0
2018,id12210,2018-06-07,Albania,ALB,58,538.0
2018,id12210,2018-06-07,Bolivia,BOL,59,536.0
2018,id12210,2018-06-07,Ecuador,ECU,60,524.0
2018,id12210,2018-06-07,Japan,JPN,61,521.0
2018,id12210,2018-06-07,Honduras,HON,62,503.0
2018,id12210,2018-06-07,Finland,FIN,63,486.0
2018,id12210,2018-06-07,Mali,MLI,64,484.0
2018,id12210,2018-06-07,Cape Verde Islands,CPV,65,478.0
2018,id12210,2018-06-07,Algeria,ALG,66,474.0
2018,id12210,2018-06-07,Saudi Arabia,KSA,67,465.0
2018,id12210,2018-06-07,Guinea,GUI,68,463.0
2018,id12210,2018-06-07,Ivory Coast,CIV,68,463.0
2018,id12210,2018-06-07,Russia,RUS,70,457.0
2018,id12210,2018-06-07,FYR Macedonia,MKD,71,451.0
2018,id12210,2018-06-07,El Salvador,SLV,72,442.0
2018,id12210,2018-06-07,Syria,SYR,73,440.0
2018,id12210,2018-06-07,South Africa,RSA,74,428.0
2018,id12210,2018-06-07,China PR,CHN,75,423.0
2018,id12210,2018-06-07,Zambia,ZAM,76,420.0
2018,id12210,2018-06-07,United Arab Emirates,UAE,77,418.0
2018,id12210,2018-06-07,Belarus,BLR,78,417.0
2018,id12210,2018-06-07,Lebanon,LIB,79,411.0
2018,id12210,2018-06-07,Canada,CAN,79,411.0
2018,id12210,2018-06-07,Curacao,CUW,81,408.0
2018,id12210,2018-06-07,Uganda,UGA,82,403.0
2018,id12210,2018-06-07,Congo,CGO,83,393.0
2018,id12210,2018-06-07,Oman,OMA,84,391.0
2018,id12210,2018-06-07,Luxembourg,LUX,85,390.0
2018,id12210,2018-06-07,Gabon,GAB,85,390.0
2018,id12210,2018-06-07,Cyprus,CYP,87,384.0
2018,id12210,2018-06-07,Benin,BEN,88,379.0
2018,id12210,2018-06-07,Iraq,IRQ,89,377.0
2018,id12210,2018-06-07,Faroe Islands,FRO,90,376.0
2018,id12210,2018-06-07,Trinidad and Tobago,TRI,91,370.0
2018,id12210,2018-06-07,Kyrgyz Republic,KGZ,92,363.0
2018,id12210,2018-06-07,Israel,ISR,93,362.0
2018,id12210,2018-06-07,Estonia,EST,94,359.0
2018,id12210,2018-06-07,Uzbekistan,UZB,95,354.0
2018,id12210,2018-06-07,Georgia,GEO,96,352.0
2018,id12210,2018-06-07,India,IND,97,350.0
2018,id12210,2018-06-07,Qatar,QAT,98,348.0
2018,id12210,2018-06-07,Palestine,PLE,99,347.0
2018,id12210,2018-06-07,Armenia,ARM,100,338.0
2018,id12210,2018-06-07,Libya,LBY,101,336.0
2018,id12210,2018-06-07,Vietnam,VIE,102,334.0
2018,id12210,2018-06-07,Niger,NIG,103,323.0
2018,id12210,2018-06-07,Haiti,HAI,104,322.0
2018,id12210,2018-06-07,Azerbaijan,AZE,105,321.0
2018,id12210,2018-06-07,Madagascar,MAD,106,308.0
2018,id12210,2018-06-07,Mauritania,MTN,107,304.0
2018,id12210,2018-06-07,North Korea,PRK,108,303.0
2018,id12210,2018-06-07,Central African Republic,CTA,108,303.0
2018,id12210,2018-06-07,Jordan,JOR,110,296.0
2018,id12210,2018-06-07,Sierra Leone,SLE,111,292.0
2018,id12210,2018-06-07,Kenya,KEN,112,291.0
2018,id12210,2018-06-07,Bahrain,BHR,113,289.0
2018,id12210,2018-06-07,Mozambique,MOZ,114,282.0
2018,id12210,2018-06-07,Philippines,PHI,115,280.0
2018,id12210,2018-06-07,Namibia,NAM,116,277.0
2018,id12210,2018-06-07,Kazakhstan,KAZ,117,273.0
2018,id12210,2018-06-07,Zimbabwe,ZIM,118,265.0
2018,id12210,2018-06-07,Tajikistan,TJK,119,264.0
2018,id12210,2018-06-07,New Zealand,NZL,120,256.0
2018,id12210,2018-06-07,Guinea-Bissau,GNB,121,255.0
2018,id12210,2018-06-07,Thailand,THA,122,248.0
2018,id12210,2018-06-07,Chinese Taipei,TPE,123,247.0
2018,id12210,2018-06-07,Malawi,MWI,123,247.0
2018,id12210,2018-06-07,Togo,TOG,125,241.0
2018,id12210,2018-06-07,Antigua and Barbuda,ATG,126,239.0
2018,id12210,2018-06-07,Lithuania,LTU,126,239.0
2018,id12210,2018-06-07,Sudan,SDN,128,232.0
2018,id12210,2018-06-07,Latvia,LVA,129,230.0
2018,id12210,2018-06-07,Turkmenistan,TKM,130,229.0
2018,id12210,2018-06-07,Andorra,AND,130,229.0
2018,id12210,2018-06-07,Nicaragua,NCA,132,228.0
2018,id12210,2018-06-07,Yemen,YEM,133,227.0
2018,id12210,2018-06-07,Swaziland,SWZ,134,222.0
2018,id12210,2018-06-07,St. Kitts and Nevis,SKN,135,218.0
2018,id12210,2018-06-07,Rwanda,RWA,136,216.0
2018,id12210,2018-06-07,Angola,ANG,137,209.0
2018,id12210,2018-06-07,Myanmar,MYA,138,206.0
2018,id12210,2018-06-07,Botswana,BOT,139,205.0
2018,id12210,2018-06-07,Tanzania,TAN,140,200.0
2018,id12210,2018-06-07,Kosovo,KOS,141,197.0
2018,id12210,2018-06-07,Hong Kong,HKG,142,195.0
2018,id12210,2018-06-07,Equatorial Guinea,EQG,143,190.0
2018,id12210,2018-06-07,Solomon Islands,SOL,143,190.0
2018,id12210,2018-06-07,Afghanistan,AFG,145,188.0
2018,id12210,2018-06-07,Guatemala,GUA,146,180.0
2018,id12210,2018-06-07,Lesotho,LES,147,175.0
2018,id12210,2018-06-07,Burundi,BDI,148,174.0
2018,id12210,2018-06-07,Comoros,COM,149,172.0
2018,id12210,2018-06-07,Maldives,MDV,150,171.0
2018,id12210,2018-06-07,Ethiopia,ETH,151,166.0
2018,id12210,2018-06-07,Dominican Republic,DOM,152,162.0
2018,id12210,2018-06-07,Suriname,SUR,153,154.0
2018,id12210,2018-06-07,New Caledonia,NCL,154,150.0
2018,id12210,2018-06-07,Mauritius,MRI,155,140.0
2018,id12210,2018-06-07,South Sudan,SSD,156,132.0
2018,id12210,2018-06-07,Tahiti,TAH,157,130.0
2018,id12210,2018-06-07,Liberia,LBR,158,129.0
2018,id12210,2018-06-07,Kuwait,KUW,159,128.0
2018,id12210,2018-06-07,Barbados,BRB,160,127.0
2018,id12210,2018-06-07,Nepal,NEP,161,118.0
2018,id12210,2018-06-07,Vanuatu,VAN,162,117.0
2018,id12210,2018-06-07,Belize,BLZ,163,115.0
2018,id12210,2018-06-07,Indonesia,IDN,164,111.0
2018,id12210,2018-06-07,Fiji,FIJ,165,104.0
2018,id12210,2018-06-07,Papua New Guinea,PNG,166,103.0
2018,id12210,2018-06-07,Cambodia,CAM,166,103.0
2018,id12210,2018-06-07,Grenada,GRN,168,102.0
2018,id12210,2018-06-07,Singapore,SGP,169,99.0
2018,id12210,2018-06-07,St. Lucia,LCA,170,95.0
2018,id12210,2018-06-07,Malaysia,MAS,171,93.0
2018,id12210,2018-06-07,Gambia,GAM,172,92.0
2018,id12210,2018-06-07,Puerto Rico,PUR,173,89.0
2018,id12210,2018-06-07,St. Vincent / Grenadines,VIN,173,89.0
2018,id12210,2018-06-07,Chad,CHA,175,88.0
2018,id12210,2018-06-07,Moldova,MDA,175,88.0
2018,id12210,2018-06-07,Dominica,DMA,177,86.0
2018,id12210,2018-06-07,Laos,LAO,178,82.0
2018,id12210,2018-06-07,Bermuda,BER,178,82.0
2018,id12210,2018-06-07,Liechtenstein,LIE,180,80.0
2018,id12210,2018-06-07,Cuba,CUB,181,75.0
2018,id12210,2018-06-07,Guyana,GUY,182,73.0
2018,id12210,2018-06-07,Bhutan,BHU,183,68.0
2018,id12210,2018-06-07,Malta,MLT,184,65.0
2018,id12210,2018-06-07,Macau,MAC,185,60.0
2018,id12210,2018-06-07,Mongolia,MNG,186,51.0
2018,id12210,2018-06-07,Sao Tome e Principe,STP,186,51.0
2018,id12210,2018-06-07,Seychelles,SEY,188,48.0
2018,id12210,2018-06-07,Aruba,ARU,188,48.0
2018,id12210,2018-06-07,Guam,GUM,190,45.0
2018,id12210,2018-06-07,Timor-Leste,TLS,190,45.0
2018,id12210,2018-06-07,American Samoa,ASA,192,38.0
2018,id12210,2018-06-07,Cook Islands,COK,192,38.0
2018,id12210,2018-06-07,Bangladesh,BAN,194,35.0
2018,id12210,2018-06-07,Gibraltar,GIB,195,34.0
2018,id12210,2018-06-07,Brunei Darussalam,BRU,195,34.0
2018,id12210,2018-06-07,Samoa,SAM,197,32.0
2018,id12210,2018-06-07,Djibouti,DJI,197,32.0
2018,id12210,2018-06-07,US Virgin Islands,VIR,199,18.0
2018,id12210,2018-06-07,Sri Lanka,SRI,200,17.0
2018,id12210,2018-06-07,Pakistan,PAK,201,10.0
2018,id12210,2018-06-07,Cayman Islands,CAY,202,9.0
2018,id12210,2018-06-07,San Marino,SMR,203,8.0
2018,id12210,2018-06-07,Montserrat,MSR,204,4.0
2018,id12210,2018-06-07,British Virgin Islands,VGB,204,4.0
2018,id12210,2018-06-07,Eritrea,ERI,206,0.0
2018,id12210,2018-06-07,Anguilla,AIA,206,0.0
2018,id12210,2018-06-07,Bahamas,BAH,206,0.0
2018,id12210,2018-06-07,Somalia,SOM,206,0.0
2018,id12210,2018-06-07,Turks and Caicos Islands,TCA,206,0.0
2018,id12210,2018-06-07,Tonga,TGA,206,0.0
2022,id13792,2022-10-06,Brazil,BRA,1,1841.3
2022,id13792,2022-10-06,Belgium,BEL,2,1816.71
2022,id13792,2022-10-06,Argentina,ARG,3,1773.88
2022,id13792,2022-10-06,France,FRA,4,1759.78
2022,id13792,2022-10-06,England,ENG,5,1728.47
2022,id13792,2022-10-06,Italy,ITA,6,1726.14
2022,id13792,2022-10-06,Spain,ESP,7,1715.22
2022,id13792,2022-10-06,Netherlands,NED,8,1694.51
2022,id13792,2022-10-06,Portugal,POR,9,1676.56
2022,id13792,2022-10-06,Denmark,DEN,10,1666.57
2022,id13792,2022-10-06,Germany,GER,11,1650.21
2022,id13792,2022-10-06,Croatia,CRO,12,1645.64
2022,id13792,2022-10-06,Mexico,MEX,13,1644.89
2022,id13792,2022-10-06,Uruguay,URU,14,1638.71
2022,id13792,2022-10-06,Switzerland,SUI,15,1635.92
2022,id13792,2022-10-06,USA,USA,16,1627.48
2022,id13792,2022-10-06,Colombia,COL,17,1611.04
2022,id13792,2022-10-06,Senegal,SEN,18,1584.38
2022,id13792,2022-10-06,Wales,WAL,19,1569.82
2022,id13792,2022-10-06,Iran,IRN,20,1564.61
2022,id13792,2022-10-06,Serbia,SRB,21,1563.62
2022,id13792,2022-10-06,Morocco,MAR,22,1563.5
2022,id13792,2022-10-06,Peru,PER,23,1561.01
2022,id13792,2022-10-06,Japan,JPN,24,1559.54
2022,id13792,2022-10-06,Sweden,SWE,25,1553.33
2022,id13792,2022-10-06,Poland,POL,26,1548.59
2022,id13792,2022-10-06,Ukraine,UKR,27,1536.99
2022,id13792,2022-10-06,South Korea,KOR,28,1530.3
2022,id13792,2022-10-06,Chile,CHI,29,1509.61
2022,id13792,2022-10-06,Tunisia,TUN,30,1507.54
2022,id13792,2022-10-06,Costa Rica,CRC,31,1503.59
2022,id13792,2022-10-06,Nigeria,NGA,32,1498.47
